,일자,지역,이용현황_결제건수_금액병합_수정_충전건수,이용현황_결제건수_금액병합_수정_충전금액,이용현황_결제건수_금액병합_수정_결제건수,이용현황_결제건수_금액병합_수정_결제금액,인천_행정구역별_월별_상권수_수정본_상권수,인천e음카드_월별_캐시백비율_연매출 3억원 이하,인천e음카드_월별_캐시백비율_연매출 3억~30억원,인천e음카드_월별_캐시백비율_연매출 30억원 초과,인천e음카드_월별_캐시백비율_월 결제 한도,인천광역시_행정동병_연령별_성별_인구수_여/0_9,인천광역시_행정동병_연령별_성별_인구수_여/10_19,인천광역시_행정동병_연령별_성별_인구수_여/20_29,인천광역시_행정동병_연령별_성별_인구수_여/30_39,인천광역시_행정동병_연령별_성별_인구수_여/40_49,인천광역시_행정동병_연령별_성별_인구수_여/50_59,인천광역시_행정동병_연령별_성별_인구수_여/60_69,인천광역시_행정동병_연령별_성별_인구수_여/70_79,인천광역시_행정동병_연령별_성별_인구수_여/80_89,인천광역시_행정동병_연령별_성별_인구수_여/90_99,인천광역시_행정동병_연령별_성별_인구수_여/100 +,인천광역시_행정동병_연령별_성별_인구수_여/총인구수,인천광역시_행정동병_연령별_성별_인구수_남/0_9,인천광역시_행정동병_연령별_성별_인구수_남/10_19,인천광역시_행정동병_연령별_성별_인구수_남/20_29,인천광역시_행정동병_연령별_성별_인구수_남/30_39,인천광역시_행정동병_연령별_성별_인구수_남/40_49,인천광역시_행정동병_연령별_성별_인구수_남/50_59,인천광역시_행정동병_연령별_성별_인구수_남/60_69,인천광역시_행정동병_연령별_성별_인구수_남/70_79,인천광역시_행정동병_연령별_성별_인구수_남/80_89,인천광역시_행정동병_연령별_성별_인구수_남/90_99,인천광역시_행정동병_연령별_성별_인구수_남/100 +,인천광역시_행정동병_연령별_성별_인구수_남/총인구수,업종별_인천e음카드_데이터(월별)_문화_취미_영화관,업종별_인천e음카드_데이터(월별)_숙박,업종별_인천e음카드_데이터(월별)_약국,업종별_인천e음카드_데이터(월별)_연료,업종별_인천e음카드_데이터(월별)_유통업영리_편의점,업종별_인천e음카드_데이터(월별)_일반휴게음식,업종별_인천e음카드_데이터(월별)_학원,업종별_인천e음카드_데이터(월별)_기타,업종별_인천e음카드_데이터(월별)_전체금액,이용현황_결제건수_금액병합_수정_충전건수_조사여부,이용현황_결제건수_금액병합_수정_충전금액_조사여부,이용현황_결제건수_금액병합_수정_결제건수_조사여부,이용현황_결제건수_금액병합_수정_결제금액_조사여부,인천_행정구역별_월별_상권수_수정본_상권수_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/0_9_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/10_19_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/20_29_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/30_39_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/40_49_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/50_59_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/60_69_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/70_79_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/80_89_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/90_99_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/100 +_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/총인구수_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/0_9_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/10_19_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/20_29_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/30_39_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/40_49_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/50_59_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/60_69_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/70_79_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/80_89_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/90_99_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/100 +_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/총인구수_조사여부,업종별_인천e음카드_데이터(월별)_문화_취미_영화관_조사여부,업종별_인천e음카드_데이터(월별)_숙박_조사여부,업종별_인천e음카드_데이터(월별)_약국_조사여부,업종별_인천e음카드_데이터(월별)_연료_조사여부,업종별_인천e음카드_데이터(월별)_유통업영리_편의점_조사여부,업종별_인천e음카드_데이터(월별)_일반휴게음식_조사여부,업종별_인천e음카드_데이터(월별)_학원_조사여부,업종별_인천e음카드_데이터(월별)_기타_조사여부,업종별_인천e음카드_데이터(월별)_전체금액_조사여부,lpf_trend,trend_diff,slope_3,slope_6,trend_deviation,캐시백_변화,캐시백_상하향_더미,캐시백_유지개월,캐시백_변동_소비변화율,month,month_sin,month_cos,전월대비_변화율,금액_ma_3,금액_deviation_3,연초말_EMT,월별평균_x,월별평균_y,평년_월별_차이
0,2020-07,인천광역시,894000.0,79898000000.0,5032000.0,94399000000.0,0.0,0.1,0.1,0.1,100만원,114198,134395,192983,198631,237914,256764,179161,95842,49811,9347,682,1469728,120420,142314,210352,212697,248480,256879,176044,79969,25840,2596,246,1475837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,,0,,,7,-0.4999999999999997,-0.8660254037844388,,0.0,0.0,Y_M,0.0,0.0,0.0
1,2020-08,인천광역시,933000.0,83902000000.0,4870000.0,93895000000.0,0.0,0.1,0.1,0.1,100만원,113619,134072,192600,197958,237494,256501,180531,95949,50002,9461,684,1468871,119788,141922,209904,211851,248154,256654,177354,80115,26034,2600,244,1474620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,8,-0.8660254037844385,-0.5000000000000004,,0.0,0.0,Y_M,0.0,0.0,0.0
2,2020-09,인천광역시,964000.0,87791000000.0,5109000.0,97941000000.0,0.0,0.1,0.1,0.1,100만원,113046,133729,192318,197214,237347,256443,181795,96089,50216,9555,696,1468448,119162,141587,209648,211222,247944,256495,178704,80288,26167,2640,248,1474105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,9,-1.0,-1.8369701987210297e-16,,0.0,0.0,Y_M,0.0,0.0,0.0
3,2020-10,인천광역시,997000.0,89456000000.0,5212000.0,102000000000.0,0.0,0.1,0.1,0.1,100만원,112287,133662,192237,196563,237037,256477,183089,96267,50475,9606,699,1468399,118446,141458,209569,210479,247655,256576,179874,80533,26344,2650,250,1473834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,10,-0.8660254037844386,0.5000000000000001,,0.0,0.0,Y_T,0.0,0.0,0.0
4,2020-11,인천광역시,975000.0,88519000000.0,4935000.0,97506000000.0,0.0,0.1,0.1,0.1,100만원,111657,133450,192133,196250,236896,256324,184338,96507,50607,9645,705,1468512,117812,141315,209376,210123,247531,256431,181049,80775,26471,2656,256,1473795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,11,-0.5000000000000004,0.8660254037844384,,0.0,0.0,Y_T,0.0,0.0,0.0
5,2020-12,인천광역시,967000.0,84896000000.0,4811000.0,94665000000.0,0.0,0.1,0.1,0.1,100만원,111278,133137,192183,196121,236575,256130,185618,96635,50822,9676,710,1468885,117356,141025,209363,210025,247402,256037,182261,80868,26682,2665,259,1473943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,12,-2.4492935982947064e-16,1.0,,0.0,0.0,Y_T,0.0,0.0,0.0
6,2021-01,인천광역시,1011000.0,91730000000.0,4833000.0,96699000000.0,0.0,0.1,0.1,0.1,100만원,110527,132847,191772,195607,236354,256024,187294,96825,51095,9751,717,1468813,116621,140769,208707,209491,247140,255910,183897,81220,26951,2672,261,1473639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,1,0.49999999999999994,0.8660254037844387,,0.0,0.0,Y_E,0.0,0.0,0.0
7,2021-02,인천광역시,4834000.0,101000000000.0,1010000.0,93702000000.0,0.0,0.1,0.1,0.1,100만원,109928,132578,190984,194897,236262,256025,188912,96861,51433,9856,724,1468460,116109,140481,207750,208746,247319,255768,185546,81372,27185,2702,267,1473245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,2,0.8660254037844386,0.5000000000000001,,0.0,0.0,Y_E,0.0,0.0,0.0
8,2021-03,인천광역시,1144000.0,106000000000.0,5695000.0,113000000000.0,0.0,0.1,0.1,0.1,100만원,109436,132435,190529,194382,235288,255151,190369,96458,51469,9798,396,1465711,115534,140296,207288,208208,246409,254889,186974,81174,27220,2632,126,1470750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,3,1.0,6.123233995736766e-17,,0.0,0.0,Y_E,0.0,0.0,0.0
9,2021-04,인천광역시,1161000.0,108000000000.0,5960000.0,116000000000.0,0.0,0.1,0.1,0.1,100만원,108854,132301,190235,194059,235205,254752,191856,96460,51767,9839,396,1465724,114935,140034,206995,207964,246217,254583,188402,81182,27416,2638,124,1470490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,4,0.8660254037844387,-0.4999999999999998,,0.0,0.0,Y_M,0.0,0.0,0.0
10,2021-05,인천광역시,1223000.0,113000000000.0,6164000.0,123000000000.0,0.0,0.1,0.1,0.1,100만원,108352,132193,189787,193755,234636,254928,193293,96544,52077,9883,406,1465854,114400,139854,206594,207679,245819,254664,189846,81296,27624,2625,127,1470528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,5,0.49999999999999994,-0.8660254037844387,,0.0,0.0,Y_M,0.0,0.0,0.0
11,2021-06,인천광역시,1218000.0,112000000000.0,6288000.0,121000000000.0,0.0,0.1,0.1,0.1,100만원,107966,132014,189366,193387,234654,254438,194793,96597,52314,9883,411,1465823,113942,139687,206203,207430,245973,254123,191282,81391,27762,2624,127,1470544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,6,1.2246467991473532e-16,-1.0,,0.0,0.0,Y_M,0.0,0.0,0.0
12,2021-07,인천광역시,1325000.0,115000000000.0,6458000.0,125000000000.0,0.0,0.1,0.1,0.1,100만원,107577,131934,188943,193212,234551,254369,196241,96729,52560,9922,417,1466455,113520,139613,205607,207425,245977,254119,192484,81532,27948,2632,128,1470985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,7,-0.4999999999999997,-0.8660254037844388,,0.0,0.0,Y_M,0.0,0.0,0.0
13,2021-08,인천광역시,1414000.0,117000000000.0,6407000.0,125000000000.0,0.0,0.1,0.1,0.1,100만원,107254,131946,188312,193176,234414,254523,197435,96777,52853,9970,422,1467082,112982,139625,204944,207373,245805,254234,193757,81710,28133,2657,127,1471347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,8,-0.8660254037844385,-0.5000000000000004,,0.0,0.0,Y_M,0.0,0.0,0.0
14,2021-09,인천광역시,1030000.0,90810000000.0,6535000.0,136000000000.0,0.0,0.1,0.1,0.1,100만원,106975,131942,188090,193470,234373,254858,198645,96830,53157,10061,431,1468832,112637,139560,204811,207628,246002,254465,194855,81792,28388,2697,128,1472963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,9,-1.0,-1.8369701987210297e-16,,0.0,0.0,Y_M,0.0,0.0,0.0
15,2021-10,인천광역시,1275000.0,106000000000.0,6425000.0,129000000000.0,0.0,0.1,0.1,0.1,100만원,106686,131864,187932,193726,234325,255230,199792,96986,53397,10142,393,1470473,112362,139509,204435,207990,246041,254827,196006,81965,28577,2706,118,1474536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,10,-0.8660254037844386,0.5000000000000001,,0.0,0.0,Y_T,0.0,0.0,0.0
16,2021-11,인천광역시,1494000.0,135000000000.0,6585000.0,148000000000.0,0.0,0.1,0.1,0.1,100만원,106261,131861,187448,193699,234443,255534,200671,97000,53606,10210,341,1471074,111933,139487,204050,208043,246215,255055,196854,82068,28725,2718,97,1475245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,11,-0.5000000000000004,0.8660254037844384,,0.0,0.0,Y_T,0.0,0.0,0.0
17,2021-12,인천광역시,1393000.0,118000000000.0,8298000.0,173000000000.0,0.0,0.1,0.1,0.1,100만원,105830,131741,187217,193812,234544,255839,201471,97033,53890,10292,333,1472002,111554,139390,203834,208279,246522,255130,197657,82211,28963,2749,84,1476373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,12,-2.4492935982947064e-16,1.0,,0.0,0.0,Y_T,0.0,0.0,0.0
18,2022-01,인천광역시,1675000.0,143000000000.0,9622000.0,197000000000.0,0.0,0.1,0.1,0.1,100만원,105174,131755,186514,193405,234781,255680,202819,97270,54368,10380,341,1472487,110927,139244,203152,207866,246631,255034,198834,82752,29342,2795,86,1476663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,1,0.49999999999999994,0.8660254037844387,,0.0,0.0,Y_E,0.0,0.0,0.0
19,2022-02,인천광역시,1635000.0,134000000000.0,7333000.0,150000000000.0,0.0,0.1,0.1,0.1,100만원,104945,131614,185831,193106,235197,255424,204286,97578,54755,10470,340,1473546,110610,139121,202144,207810,246963,254902,200061,83297,29650,2785,89,1477432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,2,0.8660254037844386,0.5000000000000001,,0.0,0.0,Y_E,0.0,0.0,0.0
20,2022-03,인천광역시,1924000.0,156000000000.0,8572000.0,171000000000.0,0.0,0.1,0.1,0.1,100만원,104561,131602,185537,193258,234962,255602,204825,98156,55076,10498,350,1474427,110067,139225,201739,208153,246743,255125,200619,83776,29942,2794,89,1478272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,3,1.0,6.123233995736766e-17,,0.0,0.0,Y_E,0.0,0.0,0.0
21,2022-04,인천광역시,1990000.0,163000000000.0,8683000.0,178000000000.0,0.0,0.1,0.1,0.1,100만원,104218,131611,184986,193339,235027,255807,205312,98465,55216,10420,345,1474746,109635,139258,201198,208170,246809,255445,200967,84040,30145,2763,84,1478514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,4,0.8660254037844387,-0.4999999999999998,,0.0,0.0,Y_M,0.0,0.0,0.0
22,2022-05,인천광역시,2120000.0,173000000000.0,9027000.0,188000000000.0,0.0,0.1,0.1,0.1,100만원,103906,131592,184692,193426,234828,256047,205614,99378,55452,10463,341,1475739,109246,139125,200927,208538,246600,255634,201205,84915,30372,2781,85,1479428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,5,0.49999999999999994,-0.8660254037844387,,0.0,0.0,Y_M,0.0,0.0,0.0
23,2022-06,인천광역시,2095000.0,171000000000.0,8878000.0,186000000000.0,0.0,0.1,0.1,0.1,100만원,103519,131635,184228,193478,234978,256095,206299,99835,55755,10471,341,1476634,108922,139128,200452,208704,246854,255708,201833,85343,30592,2804,92,1480432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,6,1.2246467991473532e-16,-1.0,,0.0,0.0,Y_M,0.0,0.0,0.0
24,2022-07,인천광역시,1509000.0,109000000000.0,7462000.0,142000000000.0,0.0,0.05,0.05,0.05,30만원,103260,131743,183731,193836,235172,256189,207192,100335,56045,10554,346,1478403,108582,139230,200010,209106,247240,255816,202625,85880,30778,2816,94,1482177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,-0.05,-1,9.0,,7,-0.4999999999999997,-0.8660254037844388,,0.0,0.0,Y_M,0.0,0.0,0.0
25,2022-08,인천광역시,1339000.0,98422000000.0,6039000.0,112000000000.0,0.0,0.05,0.05,0.05,30만원,103141,131960,182985,194246,235081,256150,208305,100497,56390,10648,344,1479747,108327,139417,199206,209567,247348,255652,203637,86262,31025,2840,89,1483370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,8,-0.8660254037844385,-0.5000000000000004,,0.0,0.0,Y_M,0.0,0.0,0.0
26,2022-09,인천광역시,1263000.0,95759000000.0,5486000.0,104000000000.0,0.0,0.05,0.05,0.05,30만원,102790,132066,182207,194067,234609,255507,208832,100630,56562,10593,338,1478201,107934,139571,198465,209530,247027,254789,204175,86405,31115,2811,74,1481896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,9,-1.0,-1.8369701987210297e-16,,0.0,0.0,Y_M,0.0,0.0,0.0
27,2022-10,인천광역시,1362000.0,100000000000.0,5699000.0,107000000000.0,0.0,0.05,0.05,0.05,30만원,102363,132311,181596,194291,234538,255197,210215,100657,57215,10632,347,1479362,107529,139749,197751,209902,246957,254467,205675,86596,31498,2828,74,1483026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,10,-0.8660254037844386,0.5000000000000001,,0.0,0.0,Y_T,0.0,0.0,0.0
28,2022-11,인천광역시,1259000.0,92072000000.0,5263000.0,98641000000.0,0.0,0.1,0.05,0.05,30만원,102065,132539,180926,194578,234744,255059,211486,100774,57495,10711,340,1480717,107234,139959,197082,210237,247004,254354,206778,86813,31714,2852,76,1484103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,11,-0.5000000000000004,0.8660254037844384,,0.0,0.0,Y_T,0.0,0.0,0.0
29,2022-12,인천광역시,1252000.0,92199000000.0,5042000.0,98858000000.0,0.0,0.1,0.05,0.05,30만원,101887,132725,180358,194728,234771,255165,212647,100973,57721,10817,347,1482139,107055,140015,196168,210534,247077,254486,207816,87126,31935,2887,76,1485175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,12,-2.4492935982947064e-16,1.0,,0.0,0.0,Y_T,0.0,0.0,0.0
30,2023-01,인천광역시,1208000.0,92369000000.0,4818000.0,96838000000.0,0.0,0.1,0.05,0.05,30만원,101490,132785,179624,194552,234977,255277,213920,101267,58048,10902,360,1483202,106692,140173,195379,210487,247154,254662,209033,87459,32287,2892,82,1486300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,1,0.49999999999999994,0.8660254037844387,,0.0,0.0,Y_E,0.0,0.0,0.0
31,2023-02,인천광역시,1116000.0,82908000000.0,4536000.0,88368000000.0,0.0,0.1,0.05,0.05,30만원,101327,132705,179008,194258,235200,255510,215133,101524,58380,11047,363,1484455,106513,140188,194364,210513,247682,254614,210047,87807,32602,2914,89,1487333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,2,0.8660254037844386,0.5000000000000001,,0.0,0.0,Y_E,0.0,0.0,0.0
32,2023-03,인천광역시,1243000.0,90110000000.0,5118000.0,95484000000.0,0.0,0.1,0.05,0.05,30만원,101018,132633,178650,194759,234798,255626,216225,102004,58740,11162,376,1485991,106199,140072,193765,211285,247288,254523,211186,88311,32817,2949,95,1488490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,3,1.0,6.123233995736766e-17,,0.0,0.0,Y_E,0.0,0.0,0.0
33,2023-04,인천광역시,1220000.0,88253000000.0,5051000.0,92923000000.0,0.0,0.1,0.05,0.05,30만원,100695,132513,178184,195104,234363,255460,217749,102404,58929,11267,393,1487061,105763,140016,193079,211820,246988,254113,212753,88686,33002,2961,96,1489277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,4,0.8660254037844387,-0.4999999999999998,,0.0,0.0,Y_M,0.0,0.0,0.0
34,2023-05,인천광역시,1598000.0,135000000000.0,6323000.0,140000000000.0,0.0,0.1,0.07,0.07,100만원,100356,132372,177849,195317,233902,256011,218428,102974,59060,11347,408,1488024,105516,139761,192543,212227,246758,254447,213418,89147,33158,2989,101,1490065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.020000000000000004,1,0.0,,5,0.49999999999999994,-0.8660254037844387,,0.0,0.0,Y_M,0.0,0.0,0.0
35,2023-06,인천광역시,1353000.0,94555000000.0,5579000.0,103000000000.0,0.0,0.1,0.05,0.05,30만원,99975,132304,177226,195470,233717,256195,219204,103397,59175,11328,413,1488404,105207,139689,191882,212387,246657,254596,214076,89488,33257,3000,106,1490345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,-0.020000000000000004,-1,2.0,,6,1.2246467991473532e-16,-1.0,,0.0,0.0,Y_M,0.0,0.0,0.0
36,2023-07,인천광역시,1327000.0,94507000000.0,5329000.0,100000000000.0,0.0,0.1,0.05,0.05,30만원,99687,132457,176745,195766,233802,256377,220010,103862,59399,11395,415,1489915,104910,139624,191345,212873,246784,254717,214947,89908,33400,3024,106,1491638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,7,-0.4999999999999997,-0.8660254037844388,,0.0,0.0,Y_M,0.0,0.0,0.0
37,2023-08,인천광역시,1302000.0,92950000000.0,5205000.0,98059000000.0,0.0,0.1,0.05,0.05,30만원,99465,132561,176345,196227,233790,256734,220771,104381,59579,11448,411,1491712,104629,139674,190901,213427,247079,254778,215818,90370,33599,3061,104,1493440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,,,,,0.0,0,,,8,-0.8660254037844385,-0.5000000000000004,,0.0,0.0,Y_M,0.0,0.0,0.0
