,일자,지역,이용현황_결제건수_금액병합_수정_충전건수,이용현황_결제건수_금액병합_수정_충전금액,이용현황_결제건수_금액병합_수정_결제건수,이용현황_결제건수_금액병합_수정_결제금액,인천_행정구역별_월별_상권수_수정본_상권수,인천e음카드_월별_캐시백비율_연매출 3억원 이하,인천e음카드_월별_캐시백비율_연매출 3억~30억원,인천e음카드_월별_캐시백비율_연매출 30억원 초과,인천e음카드_월별_캐시백비율_월 결제 한도,인천광역시_행정동병_연령별_성별_인구수_여/0_9,인천광역시_행정동병_연령별_성별_인구수_여/10_19,인천광역시_행정동병_연령별_성별_인구수_여/20_29,인천광역시_행정동병_연령별_성별_인구수_여/30_39,인천광역시_행정동병_연령별_성별_인구수_여/40_49,인천광역시_행정동병_연령별_성별_인구수_여/50_59,인천광역시_행정동병_연령별_성별_인구수_여/60_69,인천광역시_행정동병_연령별_성별_인구수_여/70_79,인천광역시_행정동병_연령별_성별_인구수_여/80_89,인천광역시_행정동병_연령별_성별_인구수_여/90_99,인천광역시_행정동병_연령별_성별_인구수_여/100 +,인천광역시_행정동병_연령별_성별_인구수_여/총인구수,인천광역시_행정동병_연령별_성별_인구수_남/0_9,인천광역시_행정동병_연령별_성별_인구수_남/10_19,인천광역시_행정동병_연령별_성별_인구수_남/20_29,인천광역시_행정동병_연령별_성별_인구수_남/30_39,인천광역시_행정동병_연령별_성별_인구수_남/40_49,인천광역시_행정동병_연령별_성별_인구수_남/50_59,인천광역시_행정동병_연령별_성별_인구수_남/60_69,인천광역시_행정동병_연령별_성별_인구수_남/70_79,인천광역시_행정동병_연령별_성별_인구수_남/80_89,인천광역시_행정동병_연령별_성별_인구수_남/90_99,인천광역시_행정동병_연령별_성별_인구수_남/100 +,인천광역시_행정동병_연령별_성별_인구수_남/총인구수,업종별_인천e음카드_데이터(월별)_문화_취미_영화관,업종별_인천e음카드_데이터(월별)_숙박,업종별_인천e음카드_데이터(월별)_약국,업종별_인천e음카드_데이터(월별)_연료,업종별_인천e음카드_데이터(월별)_유통업영리_편의점,업종별_인천e음카드_데이터(월별)_일반휴게음식,업종별_인천e음카드_데이터(월별)_학원,업종별_인천e음카드_데이터(월별)_기타,업종별_인천e음카드_데이터(월별)_전체금액,이용현황_결제건수_금액병합_수정_충전건수_조사여부,이용현황_결제건수_금액병합_수정_충전금액_조사여부,이용현황_결제건수_금액병합_수정_결제건수_조사여부,이용현황_결제건수_금액병합_수정_결제금액_조사여부,인천_행정구역별_월별_상권수_수정본_상권수_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/0_9_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/10_19_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/20_29_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/30_39_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/40_49_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/50_59_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/60_69_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/70_79_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/80_89_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/90_99_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/100 +_조사여부,인천광역시_행정동병_연령별_성별_인구수_여/총인구수_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/0_9_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/10_19_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/20_29_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/30_39_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/40_49_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/50_59_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/60_69_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/70_79_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/80_89_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/90_99_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/100 +_조사여부,인천광역시_행정동병_연령별_성별_인구수_남/총인구수_조사여부,업종별_인천e음카드_데이터(월별)_문화_취미_영화관_조사여부,업종별_인천e음카드_데이터(월별)_숙박_조사여부,업종별_인천e음카드_데이터(월별)_약국_조사여부,업종별_인천e음카드_데이터(월별)_연료_조사여부,업종별_인천e음카드_데이터(월별)_유통업영리_편의점_조사여부,업종별_인천e음카드_데이터(월별)_일반휴게음식_조사여부,업종별_인천e음카드_데이터(월별)_학원_조사여부,업종별_인천e음카드_데이터(월별)_기타_조사여부,업종별_인천e음카드_데이터(월별)_전체금액_조사여부,lpf_trend,trend_diff,slope_3,slope_6,trend_deviation,캐시백_변화,캐시백_상하향_더미,캐시백_유지개월,캐시백_변동_소비변화율,month,month_sin,month_cos,전월대비_변화율,금액_ma_3,금액_deviation_3,연초말_EMT,월별평균_x,월별평균_y,평년_월별_차이
137,2022-08,인천광역시 계양구,162000.0,12258000000.0,780000.0,14162000000.0,85.0,0.05,0.05,0.05,30만원,7951,12099,19145,17915,21558,29931,22390,8917,5528,981,22,146437,8239,12499,21398,19755,21824,28102,22902,7648,2709,263,3,145342,10928550.0,27209700.0,1005134390.0,1875883185.0,673714300.0,6770337795.0,1810091253.0,11971935165.0,24145234338.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28198719457.93747,-491770723.5781784,-459579765.47425526,-336009301.15576047,-4053485119.9374695,0.0,0,,,8,-0.8660254037844385,-0.5000000000000004,-0.2135240717115252,31230572679.333332,-7085338341.333332,Y_M,21928047166.4,21928047166.4,2217187171.5999985
138,2022-09,인천광역시 계양구,153000.0,11999000000.0,705000.0,12973000000.0,145.0,0.05,0.05,0.05,30만원,7883,12075,18966,17805,21415,29721,22478,8953,5536,969,22,145823,8191,12486,21141,19711,21716,27900,22933,7669,2721,265,3,144736,6406100.0,22023488.0,909240191.0,1677248729.0,594198342.0,5806464177.0,1645016562.0,11516272476.0,22176870065.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27661044199.558064,-537675258.379406,-514722990.978795,-414203105.8656758,-5484174134.5580635,0.0,0,,,9,-1.0,-1.8369701987210297e-16,-0.08152185418644575,25674214225.666668,-3497344160.666668,Y_M,23391837155.2,23391837155.2,-1214967090.2000008
139,2022-10,인천광역시 계양구,165000.0,12505000000.0,733000.0,13429000000.0,88.0,0.1,0.05,0.05,30만원,7809,12063,18823,17759,21302,29608,22671,8935,5598,977,23,145568,8124,12418,20982,19687,21649,27786,23127,7708,2751,264,4,144500,3676700.0,21670013.0,910252169.0,1646744908.0,614679299.0,6730654791.0,1783111704.0,11354610978.0,23065400562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27094694206.052773,-566349993.505291,-552012625.9423474,-477382469.1788108,-4029293644.0527725,0.0,0,,,10,-0.8660254037844386,0.5000000000000001,0.04006564020962977,23129168321.666668,-63767759.66666794,Y_T,21933350588.4,21933350588.4,1132049973.5999985
140,2022-11,인천광역시 계양구,155000.0,11678000000.0,684000.0,12474000000.0,179.0,0.1,0.05,0.05,30만원,7737,12042,18682,17701,21229,29506,22812,8943,5625,984,26,145287,8048,12377,20892,19640,21548,27716,23245,7724,2776,263,4,144233,3401350.0,20185500.0,902981073.0,1539657197.0,551922360.0,5908165893.0,1728679963.0,10862510135.0,21517503471.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26514281897.46539,-580412308.5873833,-573381151.0463401,-524087104.0534555,-4996778426.465389,0.0,0,,,11,-0.5000000000000004,0.8660254037844384,-0.06710904876068546,22253258032.666668,-735754561.6666679,Y_T,21552677793.4,21552677793.4,-35174322.400001526
141,2022-12,인천광역시 계양구,154000.0,11693000000.0,659000.0,12581000000.0,128.0,0.1,0.05,0.05,30만원,7672,11994,18594,17595,21126,29461,22931,8954,5624,998,26,144975,7956,12309,20738,19592,21426,27687,23371,7736,2801,261,4,143881,8112400.0,22574999.0,959155964.0,1472467940.0,537817000.0,6205222091.0,1647462801.0,10803667524.0,21656480719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25931564249.001896,-582717648.4634933,-581564978.5254384,-554694066.7854395,-4275083530.001896,0.0,0,,,12,-2.4492935982947064e-16,1.0,0.0064587998411296255,22079794917.333332,-423314198.33333206,Y_T,22909362569.2,22909362569.2,-1252881850.2000008
142,2023-01,인천광역시 계양구,152000.0,12106000000.0,640000.0,12594000000.0,140.0,0.1,0.05,0.05,30만원,7582,11947,18467,17455,21049,29408,23110,8941,5649,1014,28,144650,7863,12282,20598,19472,21344,27593,23546,7752,2838,267,5,143560,5520200.0,17595300.0,853121038.0,1325629976.0,515596815.0,5689469382.0,1840275480.0,11215038319.0,21462246510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25355513863.190266,-576050385.8116302,-579384017.1375633,-570996575.2569114,-3893267353.1902657,0.0,0,,,1,0.49999999999999994,0.8660254037844387,-0.008968872252156479,21545410233.333332,-83163723.33333206,Y_E,23213632712.4,23213632712.4,-1751386202.4000015
143,2023-02,인천광역시 계양구,137000.0,10425000000.0,597000.0,11224000000.0,168.0,0.1,0.05,0.05,30만원,7462,11872,18307,17295,20956,29317,23265,8938,5677,1029,27,144145,7770,12201,20417,19355,21308,27446,23679,7793,2848,271,5,143093,3705400.0,16957000.0,786285274.0,1211402548.0,481057640.0,5598138681.0,1674476873.0,9483660928.0,19255684344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24792387986.404068,-563125876.7861977,-569588131.2989132,-575529706.9377407,-5536703642.404068,0.0,0,,,2,0.8660254037844386,0.5000000000000001,-0.1028113326800103,20791470524.333332,-1535786180.333332,Y_E,21271210621.2,21271210621.2,-2015526277.2000008
144,2023-03,인천광역시 계양구,154000.0,11438000000.0,676000.0,12193000000.0,159.0,0.1,0.05,0.05,30만원,7389,11777,18192,17262,20792,29193,23421,8979,5728,1045,27,143805,7693,12100,20228,19300,21147,27297,23855,7831,2853,275,6,142585,5026200.0,16470900.0,875050306.0,1266921118.0,543696500.0,5990622053.0,1786956580.0,10423439634.0,20908183291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24245722202.07494,-546665784.3291283,-554895830.5576636,-571045489.6824217,-3337538911.0749397,0.0,0,,,3,1.0,6.123233995736766e-17,0.08581875967004593,20542038048.333332,366145242.66666794,Y_E,25159721022.5,25159721022.5,-4251537731.5
145,2023-04,인천광역시 계양구,152000.0,11201000000.0,670000.0,12009000000.0,148.0,0.1,0.05,0.05,30만원,7331,11726,18040,17196,20692,29030,23623,9017,5728,1048,30,143461,7635,12043,20088,19287,21048,27128,24070,7862,2868,277,7,142313,3709200.0,20528995.0,856202210.0,1269220025.0,526791520.0,5852929960.0,1643816997.0,10173972705.0,20347171612.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23716374678.595543,-529347523.4793968,-538006653.9042618,-560291088.9118954,-3369203066.595543,0.0,0,,,4,0.8660254037844387,-0.4999999999999998,-0.026832158069012624,20170346415.666668,176825196.33333206,Y_M,25456538418.25,25456538418.25,-5109366806.25
146,2023-05,인천광역시 계양구,196000.0,16344000000.0,817000.0,17060000000.0,104.0,0.1,0.07,0.07,100만원,7283,11675,17911,17230,20553,29005,23702,9085,5754,1052,32,143282,7574,11990,19924,19323,20965,27070,24163,7937,2864,277,7,142094,7304400.0,29668997.0,1086369377.0,1712930130.0,672049210.0,8137463970.0,2681121194.0,15123312286.0,29450219564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23203158912.51255,-513215766.08299255,-521281644.78119636,-545888857.730285,6247060651.48745,0.020000000000000004,1,0.0,,5,0.49999999999999994,-0.8660254037844387,0.4473864046357856,23568524822.333332,5881694741.666668,Y_M,28655454276.75,28655454276.75,794765287.25
147,2023-06,인천광역시 계양구,169000.0,12019000000.0,731000.0,13116000000.0,85.0,0.1,0.05,0.05,30만원,7247,11641,17828,17231,20464,29004,23790,9122,5759,1049,32,143167,7534,11971,19808,19259,20888,27056,24227,7995,2869,278,8,141893,8615300.0,16524800.0,907216410.0,1426169574.0,580555070.0,6523946879.0,1632697405.0,11197488135.0,22293213573.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22704331148.76513,-498827763.74742126,-506021764.9152048,-530084237.63656145,-411117575.7651291,-0.020000000000000004,-1,2.0,-0.13440162213207746,6,1.2246467991473532e-16,-1.0,-0.24302046290170065,24030201583.0,-1736988010.0,Y_M,26202827051.75,26202827051.75,-3909613478.75
148,2023-07,인천광역시 계양구,165000.0,11946000000.0,700000.0,12690000000.0,164.0,0.1,0.05,0.05,30만원,7171,11592,17692,17149,20331,28932,23838,9139,5772,1060,32,142708,7444,11909,19636,19218,20769,26967,24270,8038,2887,278,9,141425,4564000.0,17449400.0,885704216.0,1381185102.0,574653170.0,6504004799.0,1703848225.0,10480861600.0,21552270512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22218851899.376225,-485479249.3889046,-492153506.56816435,-514430553.1757611,-666581387.3762245,0.0,0,,,7,-0.4999999999999997,-0.8660254037844388,-0.0332362608277067,24431901216.333332,-2879630704.333332,Y_M,23504880030.4,23504880030.4,-1952609518.4000015
149,2023-08,인천광역시 계양구,162000.0,11798000000.0,689000.0,12516000000.0,82.0,0.1,0.05,0.05,30만원,7110,11477,17573,17111,20163,28877,23966,9182,5795,1054,32,142340,7350,11857,19525,19149,20725,26850,24350,8091,2898,277,10,141082,2458000.0,22581989.0,848662569.0,1455583066.0,575585460.0,5125776334.0,1789384779.0,11289791808.0,21109824005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21746289746.04098,-472562153.3352432,-479020701.36207557,-499673096.6164329,-636465741.0409813,0.0,0,,,8,-0.8660254037844385,-0.5000000000000004,-0.02052899747864856,21651769363.333332,-541945358.3333321,Y_M,21928047166.4,21928047166.4,-818223161.4000015
150,2023-09,인천광역시 계양구,189000.0,15714000000.0,783000.0,16294000000.0,94.0,0.1,0.07,0.07,100만원,7058,11416,17445,17098,20087,28795,24082,9204,5804,1071,32,142092,7255,11803,19393,19091,20663,26764,24434,8128,2909,284,10,140734,0.0,22805500.0,982755223.0,1726580409.0,709251850.0,5232553000.0,2394043911.0,15412147394.0,26480137287.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21286337996.94347,-459951749.0975113,-466256951.21637726,-485893433.0589701,5193799290.05653,0.020000000000000004,1,3.0,-0.07214187303225823,9,-1.0,-1.8369701987210297e-16,0.25439877095744645,23047410601.333332,3432726685.666668,Y_M,23391837155.2,23391837155.2,3088300131.799999
151,2023-10,인천광역시 계양구,166000.0,11225000000.0,693000.0,12303000000.0,87.0,0.1,0.07,0.0,30만원,7000,11329,17348,17024,20012,28718,24151,9230,5808,1088,33,141741,7179,11749,19291,19053,20580,26695,24491,8166,2920,283,10,140417,0.0,19749078.0,852857731.0,1258839446.0,630760800.0,4816431116.0,1702038160.0,10809093836.0,20089770167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20839193676.545483,-447144320.39798737,-453548034.74775034,-472753365.38958806,-749423509.5454826,0.0,0,,,10,-0.8660254037844386,0.5000000000000001,-0.24132681227212704,22559910486.333332,-2470140319.333332,Y_T,21933350588.4,21933350588.4,-1843580421.4000015
152,2023-11,인천광역시 계양구,148000.0,10457000000.0,619000.0,11236000000.0,172.0,0.1,0.07,0.0,30만원,6891,11267,17161,16919,19885,28689,24146,9257,5817,1090,34,141156,7059,11707,19130,18942,20452,26724,24496,8170,2929,288,10,139907,0.0,15747600.0,777662486.0,990430503.0,566305085.0,4041480479.0,1727034431.0,10094441512.0,18213102096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20405926993.099598,-433266683.4458847,-440205501.9219374,-459741348.45478237,-2192824897.099598,0.0,0,,,11,-0.5000000000000004,0.8660254037844384,-0.09341411352145113,21594336516.666668,-3381234420.666668,Y_T,21552677793.4,21552677793.4,-3339575697.4000015
153,2023-12,인천광역시 계양구,152000.0,10629000000.0,612000.0,11385000000.0,171.0,0.1,0.07,0.0,30만원,6809,11210,17068,16847,19688,28707,24237,9279,5830,1097,35,140807,6986,11613,18979,18912,20274,26713,24533,8207,2937,295,10,139459,0.0,18211075.0,799870963.0,834738276.0,570772994.0,4623654151.0,1659806708.0,10496586861.0,19003641028.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19987833998.748646,-418092994.35095215,-425679838.8984186,-446380630.924573,-984192970.7486458,0.0,0,,,12,-2.4492935982947064e-16,1.0,0.04340495802599276,19102171097.0,-98530069.0,Y_T,22909362569.2,22909362569.2,-3905721541.200001
154,2024-01,인천광역시 계양구,143000.0,10359000000.0,597000.0,10850000000.0,99.0,0.1,0.05,0.0,30만원,6708,11169,17000,16785,19550,28646,24327,9343,5835,1108,33,140504,6931,11550,18848,18896,20154,26692,24613,8266,2954,290,10,139204,0.0,16908239.0,773299505.0,826999648.0,1150671365.0,4315719919.0,1930296972.0,10237276609.0,19251172257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19585626365.378788,-402207633.3698578,-410150313.8604057,-432345588.03832304,-334454108.378788,-0.020000000000000004,-1,3.0,-0.02430039531333175,1,0.49999999999999994,0.8660254037844387,0.013025463311756358,18822638460.333332,428533796.66666794,Y_E,23213632712.4,23213632712.4,-3962460455.4000015
155,2024-02,인천광역시 계양구,136000.0,9971000000.0,561000.0,10622000000.0,170.0,0.1,0.05,0.0,30만원,6629,11150,16911,16704,19468,28567,24509,9350,5865,1123,35,140311,6864,11479,18680,18877,20142,26612,24716,8335,2946,290,9,138950,0.0,15749615.0,686404794.0,759882730.0,1098511866.0,4036297837.0,1782159321.0,10258974625.0,18637980788.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19199351086.50999,-386275278.8687973,-394241456.11932975,-417535128.0005272,-561370298.5099907,0.0,0,,,2,0.8660254037844386,0.5000000000000001,-0.031852162601528566,18964264691.0,-326283903.0,Y_E,21271210621.2,21271210621.2,-2633229833.200001
156,2024-03,인천광역시 계양구,143000.0,10185000000.0,605000.0,10832000000.0,170.0,0.1,0.05,0.0,30만원,6643,11148,16831,16859,19458,28516,24710,9372,5910,1127,37,140611,6917,11405,18616,19106,20133,26561,24878,8420,2948,298,9,139291,0.0,17639860.0,704926515.0,727451745.0,1161866798.0,4555000033.0,1822437006.0,10092881230.0,19082203187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18828666583.48197,-370684503.02801895,-378479890.94840795,-402130594.81303704,253536603.51802826,0.0,0,,,3,1.0,6.123233995736766e-17,0.02383425565531283,18990452077.333332,91751109.66666794,Y_E,25159721022.5,25159721022.5,-6077517835.5
157,2024-04,인천광역시 계양구,141000.0,9779000000.0,616000.0,10576000000.0,134.0,0.1,0.05,0.0,30만원,6639,11131,16816,17031,19451,28565,24918,9392,5952,1135,38,141068,6923,11404,18530,19350,20115,26623,25030,8458,2983,302,8,139726,0.0,15710121.0,716009168.0,688287891.0,1171077435.0,4214467525.0,1826978779.0,9901079448.0,18533610367.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18473054202.30747,-355612381.1745033,-363148442.1012583,-386518327.9608404,60556164.692531586,0.0,0,,,4,0.8660254037844387,-0.4999999999999998,-0.028748924567249978,18751264780.666668,-217654413.66666794,Y_M,25456538418.25,25456538418.25,-6922928051.25
158,2024-05,인천광역시 계양구,145000.0,10138000000.0,615000.0,10862000000.0,141.0,0.1,0.07,0.0,30만원,6650,11082,16747,17172,19426,28524,25044,9477,5962,1147,40,141271,6904,11383,18444,19431,20063,26615,25122,8554,3004,302,8,139830,0.0,15133460.0,710412199.0,698402646.0,1172762460.0,4487561925.0,1868810867.0,10144473050.0,19097556607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18132001007.88016,-341053194.4273071,-348332787.80090576,-371073312.75955355,965555599.1198387,0.020000000000000004,1,0.0,,5,0.49999999999999994,-0.8660254037844387,0.030428299118888003,18904456720.333332,193099886.66666794,Y_M,28655454276.75,28655454276.75,-9557897669.75
159,2024-06,인천광역시 계양구,140000.0,9703000000.0,592000.0,10296000000.0,130.0,0.1,0.05,0.0,30만원,6628,11064,16670,17303,19375,28528,25117,9550,5976,1155,39,141405,6882,11356,18386,19518,20036,26601,25173,8642,2995,306,8,139903,0.0,14826550.0,652314287.0,739144642.0,1169004385.0,4171694637.0,1788673099.0,9370479829.0,17906137429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17805177423.357704,-326823584.5224571,-333938389.4748831,-355997352.20483977,100960005.64229584,-0.020000000000000004,-1,2.0,-0.05036344860921931,6,1.2246467991473532e-16,-1.0,-0.06238594824027377,18512434801.0,-606297372.0,Y_M,26202827051.75,26202827051.75,-8296689622.75
160,2024-07,인천광역시 계양구,138000.0,9458000000.0,586000.0,10238000000.0,144.0,0.1,0.05,0.0,30만원,6580,11053,16621,17337,19350,28454,25238,9608,5975,1152,39,141407,6857,11304,18309,19563,20002,26543,25310,8680,3016,312,8,139904,0.0,13120359.0,699143162.0,779547453.0,1186348661.0,4223319642.0,1768450921.0,9198035617.0,17867965815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17492525051.004707,-312652372.3529968,-319737978.4377276,-341304310.06647277,375440763.99529266,0.0,0,,,7,-0.4999999999999997,-0.8660254037844388,-0.0021317614785073546,18290553283.666668,-422587468.66666794,Y_M,23504880030.4,23504880030.4,-5636914215.400002
161,2024-08,인천광역시 계양구,138000.0,9470000000.0,586000.0,10296000000.0,98.0,0.1,0.05,0.0,30만원,6516,11021,16581,17314,19307,28410,25367,9663,5972,1175,39,141365,6800,11276,18247,19634,19951,26485,25438,8768,3028,311,9,139947,0.0,14494159.0,700526792.0,802312472.0,1187908167.0,4174241274.0,1770622374.0,9076438149.0,17726543387.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17194237268.34562,-298287782.65908813,-305470077.506042,-326873074.6889297,532306118.6543808,0.0,0,,,8,-0.8660254037844385,-0.5000000000000004,-0.00791485888568677,17833548877.0,-107005490.0,Y_M,21928047166.4,21928047166.4,-4201503779.4000015
162,2024-09,인천광역시 계양구,133000.0,9457000000.0,565000.0,10246000000.0,163.0,0.1,0.07,0.0,30만원,6479,10991,16467,17381,19229,28363,25501,9724,5983,1183,41,141342,6747,11287,18115,19633,19910,26438,25490,8843,3040,319,8,139830,0.0,12732570.0,666610309.0,704329854.0,1157562895.0,3821850850.0,1761979345.0,9212625185.0,17337691008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16910744480.743011,-283492787.6026077,-290890285.1308492,-312499777.10796833,426946527.2569885,0.020000000000000004,1,0.0,,9,-1.0,-1.8369701987210297e-16,-0.021936164908787026,17644066736.666668,-306375728.66666794,Y_M,23391837155.2,23391837155.2,-6054146147.200001
163,2024-10,인천광역시 계양구,134000.0,9136000000.0,573000.0,10035000000.0,82.0,0.1,0.05,0.0,30만원,6460,10933,16387,17392,19138,28259,25596,9815,6006,1190,43,141219,6675,11255,17999,19680,19819,26360,25567,8906,3053,322,8,139644,0.0,11849650.0,702597177.0,622321671.0,1143716864.0,4129721613.0,1744179300.0,8803660236.0,17158046511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16642746403.147226,-267998077.59578514,-275745432.5991991,-297938846.69050825,515300107.85277367,-0.020000000000000004,-1,4.0,-0.05874867900215661,10,-0.8660254037844386,0.5000000000000001,-0.010361500670251211,17407426968.666668,-249380457.66666794,Y_T,21933350588.4,21933350588.4,-4775304077.400002
164,2024-11,인천광역시 계양구,129000.0,8918000000.0,541000.0,9757000000.0,147.0,0.1,0.05,0.0,30만원,6415,10890,16294,17398,19065,28193,25672,9896,6022,1196,46,141087,6663,11195,17908,19698,19762,26269,25680,8968,3056,329,8,139536,0.0,11878500.0,666912158.0,643476284.0,1060558546.0,3824983248.0,1702495579.0,8758865405.0,16669169720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16391226862.961006,-251519540.18622017,-259758808.89100572,-282930900.9473877,277942857.03899384,0.0,0,,,11,-0.5000000000000004,0.8660254037844384,-0.028492567069717478,17054969079.666666,-385799359.66666603,Y_T,21552677793.4,21552677793.4,-4883508073.400002
165,2024-12,인천광역시 계양구,132000.0,9101000000.0,539000.0,9921000000.0,109.0,0.1,0.05,0.0,30만원,6371,10846,16249,17369,18933,28081,25825,9969,6022,1199,45,140909,6610,11165,17809,19656,19708,26161,25772,9044,3048,337,8,139318,0.0,12065453.0,719139445.0,599094027.0,1051148132.0,4183600112.0,1665303191.0,8675004501.0,16905354861.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16157445593.197775,-233781269.76323128,-242650404.9747208,-267212188.07955024,747909267.8022251,0.0,0,,,12,-2.4492935982947064e-16,1.0,0.014168980517165197,16910857030.666666,-5502169.666666031,Y_T,22909362569.2,22909362569.2,-6004007708.200001
